Mike Quarrel;has_immediate_family_member;Aaron Sera
James Quarrel;has_immediate_family_member;Aaron Sera
James Quarrel;legal_status_change;convicted under ARPA
Mike Quarrel;legal_status_change;convicted under ARPA
Aaron Sera;legal_status_change;convicted under ARPA
James Quarrel;legal_status_change;appealed conviction
Mike Quarrel;legal_status_change;appealed conviction
Mike Quarrel;legal_status_change;arrested for looting in 1975
Charles Quarrel;legal_status_change;arrested for looting in 1975
Frank Quarrel;legal_status_change;arrested for looting in 1975
Mike Quarrel;has_immediate_family_member;Charles Quarrel
Mike Quarrel;has_immediate_family_member;Frank Quarrel
Charles Quarrel;has_immediate_family_member;Frank Quarrel
Italian Carabinieri;legal_status_change;Giacomo Medici
Italian Carabinieri;legal_status_change;Robert Hecht
Italian Carabinieri;legal_status_change;Gianfranco Becchina
Marion True;legal_status_change;Italian prosecutors
Jason Felch;works_with;Ralph Frammolino
J. Paul Getty Museum;has_possession_of;350 antiquities
J. Paul Getty Museum;obtains_from;dealers suspected or convicted of dealing in looted artefacts
J. Paul Getty Museum;legal_status_change;Italian court
J. Paul Getty Museum;has_possession_of;Statue of a Victorious Youth
J. Paul Getty Museum;has_possession_of;Cult Statue of a Goddess
Robin Symes;sells;Group of Attic Red-Figured calyx krater fragments
Dietrich von Bothmer;sells;Group of Attic Red-Figured calyx krater fragments
Galerie Nefer;sells;Group of Attic Red-Figured calyx krater fragments
Frederick Schultz;sells;Group of Attic Red-Figured calyx krater fragments
Gordon McClendon;donates_to;J. Paul Getty Museum
Antike Kunst Palladion;is_the_owner_of;Gianfranco Becchina
Galerie Nefer;donates_to;J. Paul Getty Museum
Robin Symes;sells;Attic Red-Figured phiale fragments
Fritz Bürki;sells;Attic Red-Figured phiale fragments
Vasek Polak;donates_to;J. Paul Getty Museum
Royal Athena Galleries;sells;Attic Janiform kantharos
Michael Milken;donates_to;J. Paul Getty Museum
Robin Symes;sells;Attic Red-Figured kylix
Local residents;works_with;Individual families
Iran's Islamic Police;legal_status_change;Local residents
Iran's Ministry of Intelligence;works_with;Interpol
Iranian Cultural Heritage and Tourism Organization;works_with;Sotheby's auction house
Iranian Cultural Heritage and Tourism Organization;works_with;UK government
Iranian government;works_with;National Museum in Tehran
Iranian government;legal_status_change;Two men convicted of trafficking antiquities
Iranian government;is_the_owner_of;Eight artefacts
Mayfair gallery in London;has_possession_of;Eight artefacts
Paris-based dealers;sells;Vases believed to be from Jiroft
French institute;sells;An object discovered on sale at Sotheby's auction house in London
Iranian government;obtains_from;Mayfair gallery in London
Iranian government;obtains_from;Sotheby's auction house in London
Iranian government;obtains_from;Paris-based dealers
Anonymous Person;has_possession_of;Fremont Culture Figurine
Anonymous Person;obtains_from;Vagabond Acquaintance
Vagabond Acquaintance;obtains_from;Near VernalUtah
Anonymous Person;donates_to;Bonnie Pitblado
Bonnie Pitblado;has_possession_of;Fremont Culture Figurine
James Adovasio;works_with;Bonnie Pitblado
Steve Nelson;works_with;Bonnie Pitblado
Molly Boeka Cannon;works_with;Bonnie Pitblado
Fremont Culture Figurine;comes_from;Pilling Collection
Utah State University Eastern Prehistoric Museum;has_possession_of;Fremont Culture Figurine
Utah State University Eastern Prehistoric Museum;has_possession_of;Pilling Collection
Antarctic Heritage Trust;has_possession_of;Cape Evans campsite
Antarctic Heritage Trust;has_possession_of;Discovery Hut
Thomas Keneally;obtains_from;Discovery Hut
Thomas Keneally;donates_to;Antarctic Heritage Trust
John Claydon;obtains_from;Discovery Hut
John Claydon;obtains_from;Cape Evans campsite
John Claydon;obtains_from;Hut associated with Ernest Shackleton
John Claydon;sells;Christie's auction house
Christie's auction house;makes_sale_to;Unnamed buyers
John Claydon;donates_to;Scott Polar Research Institute at the University of Cambridge
John Claydon;donates_to;Respective huts in Antarctica
Huaca Malena;comes_from;Wari civilization
Huaca Malena;has_possession_of;textiles
Julio Tello;works_with;Toriba Mejía Xesspe
Julio Tello;has_role;Peruvian archaeologist
Toriba Mejía Xesspe;has_role;Peruvian archaeologist
Rommel Angeles Falcon;has_role;Archaeologist
Rommel Angeles Falcon;works_with;Pozzi
Pozzi;has_role;Director of an archaeological project at Huaca Malena
Pozzi;works_with;Angeles
Angeles;has_role;Archaeologist
Angeles;works_with;Pozzi
Angeles;has_possession_of;4,000 textiles fragments
Angeles;works_with;Pozzi colleagues
Pozzi colleagues;works_with;Angeles
Pozzi colleagues;has_role;Archaeologists
Pozzi colleagues;has_possession_of;Huaca Malena textiles
Pozzi colleagues;works_with;local school children
local school children;works_with;Pozzi colleagues
Christie's New York;sells;Neo-Assyrian stele fragment of Shamshi-Adad V
Neo-Assyrian stele fragment of Shamshi-Adad V;comes_from;Tell Saih Hamad
British Museum;has_possession_of;upper half of the stele
resident of Geneva;has_possession_of;bottom half of the stele
Bonhams London;sells;stele of Adad-Nerari III
Tell Saih Hamad;legal_status_change;looted on 14 September 1999
Bonhams London;legal_status_change;withdrew the stele from sale on 31 March 2014
Batán Grande;comes_from;Lambayeque Culture
Batán Grande;comes_from;Sicán Culture
Batán Grande;has_possession_of;Huaca Loro
Batán Grande;has_possession_of;Huaca Tres Ventanas
Batán Grande;has_possession_of;Huaca la Merced
Izumi Shimada;has_role;foremost authority on the archaeology of Batán Grande
Izumi Shimada;works_for;Batán Grande
Walter Alva;has_role;Peruvian archaeologist
Museo Oro del Peru;is_the_owner_of;Miguel Mujica Gallo
Museo Oro del Peru;has_possession_of;gold artefacts from Batán Grande
Aurich family;is_the_owner_of;Batán Grande
Aurich family;works_with;campesiños
Juan José Aurich Pastor;is_the_owner_of;Batán Grande
Edmundo Aurich Bonilla;has_immediate_family_member;Oswaldo Aurich Bonilla
Edmundo Aurich Bonilla;is_the_owner_of;Batán Grande
Oswaldo Aurich Bonilla;is_the_owner_of;Batán Grande
Denis Garcia;works_with;Edmundo Aurich Bonilla
Denis Garcia;works_with;Oswaldo Aurich Bonilla
Denis Garcia;works_with;Manual Bacigalupo Remy
Julio Tello;has_role;father of Peruvian archaeology
Julio Tello;works_for;Museo de Arqueología Peruana
Julio Tello;works_for;El Comercio
Uma Maheshwar;comes_from;Wotol area of Dhulikhel
German art dealer in Wiesbaden;has_possession_of;Uma Maheshwar
German art dealer in Wiesbaden;sells;Museum für Indische Kunst
Museum für Indische Kunst;has_possession_of;Uma Maheshwar
Museum für Indische Kunst;legal_status_change;Uma Maheshwar
Museum für Indische Kunst;donates_to;Nepal
Patan Museum;has_possession_of;Uma Maheshwar
Lain S. Bangdel;works_with;Jürgen Schick
Lain S. Bangdel;has_role;Documenter and photographer of sacred art
Jürgen Schick;has_role;Documenter and photographer of sacred art
Riddi Pradhan;has_role;Former Director General of the Department of Archaeology in Kathmandu
Mariane Yaldiz;has_role;Director of Museum für Indische Kunst
Abraham Trust;works_with;Geoffrey Jenkinson
Geoffrey Jenkinson;works_for;Abraham Trust
Abraham Trust;has_possession_of;Sevso Treasure
J. Paul Getty Museum;obtains_from;Abraham Trust
Arthur Houghton;has_role;Antiquities curator
Arthur Houghton;works_for;J. Paul Getty Museum
Philip Wilson;has_immediate_family_member;Tom Wilson
Philip Wilson;has_immediate_family_member;Peter Wilson
Tom Wilson;has_immediate_family_member;Peter Wilson
Ramiz Rizk;works_with;Philip Wilson
Ramiz Rizk;works_with;Tom Wilson
Marquess of Northampton;purchases;Sevso Treasure
Marquess of Northampton;buys_from;Korban
Marquess of Northampton;buys_from;Tkalec
Marquess of Northampton 1987 Settlement Trust;is_the_owner_of;Sevso Treasure
Sotheby;works_with;Marquess of Northampton
Sotheby;has_possession_of;Sevso Treasure
Lebanon;legal_status_change;Sevso Treasure
Croatia;legal_status_change;Sevso Treasure
Hungary;legal_status_change;Sevso Treasure
London Metropolitan Police;legal_status_change;Sevso Treasure
Peter Mimpriss;works_with;Abraham Trust
Bonhams auction house;has_possession_of;Sevso Treasure
Hungarian government;purchases;Sevso Treasure
Thieves;has_possession_of;270 artifacts
Christie's New York;has_possession_of;Several pieces
Miami;has_possession_of;Most of the remainder
American School of Classical Studies in Athens (ASCSA);has_possession_of;270 ancient Greek and Roman artefacts
ASCSA;works_with;Greek Archaeological Service
ASCSA;works_with;Greek police
ASCSA;works_with;IFAR Reports
ASCSA;works_with;Minerva
Karahalios gang;has_role;Burglary
Wilma Sabala;has_possession_of;Some stolen material
Wilma Sabala;sells;Five pieces
Christie's New York;makes_sale_to;Jerome Eisenberg
Jerome Eisenberg;is_the_owner_of;Royal Athena Galleries
Jerome Eisenberg;works_with;FBI
FBI;works_with;Greek police
FBI;has_possession_of;265 stolen objects
Christie's New York;has_possession_of;Three marble heads
Greek Ministry of Culture;has_possession_of;274 objects
Wilma Sabala;legal_status_change;Arrested in Miami
Anastasios Karahalios;legal_status_change;Arrested in Greece
Ioannis Loris;legal_status_change;Arrested
Anastasios Karahalios;legal_status_change;Convicted and sentenced to life imprisonment
Tryfonas Karahalios (jr);legal_status_change;Arrested in Greece
Tryfonas Karahalios (jr);legal_status_change;Convicted of the Corinth thefts
Anastasios Karahalios;has_immediate_family_member;Tryfonas Karahalios (father)
Anastasios Karahalios;has_immediate_family_member;Tryfonas Karahalios (brother)
Anastasios Karahalios;has_immediate_family_member;George Karahalios (uncle)
Wilma Sabala;has_immediate_family_member;George Karahalios (girlfriend)
Sotheby;donates_to;China
Two people from Baqiao DistrictXi'an Prefecture;works_with;Five farmers
Five farmers;works_for;Two people from Baqiao DistrictXi'an Prefecture
Qishan County gang;has_possession_of;Four grey ceramic figurines
Qishan County gang;sells;Four grey ceramic figurines
Qishan County gang;has_possession_of;200 ceramic figurines
Qishan County gang;has_possession_of;71 colour painted figurines
Police;legal_status_change;Qishan County gang
Police;legal_status_change;Other gangs
Chinese police officer;has_role;Recognized six figurines for sale
Chinese Embassy in Washington DC;works_with;Sotheby‚
US Customs;works_with;Sotheby‚
US Customs;donates_to;China
Joseph Banks;purchases;Toi moko
Joseph Banks;buys_from;Māori
Māori;sells;Toi moko
Māori;makes_sale_to;Westerners
General Sir Ralph Darling;legal_status_change;Sale of Toi moko
Treaty of Waitangi;legal_status_change;Export of Toi moko
Boyd Brothers construction company;works_with;road construction workers
General Electric;is_the_owner_of;Mount Vernon Site
General Electric;has_possession_of;GE Mound artefacts
Kirby Wilson;works_with;state authorities
Kirby Wilson;works_with;FBI
John William Way;buys_from;Arthur J. Gerber
John William Way;sells;GE Mound artefacts
John William Way;makes_sale_to;Arthur J. Gerber
John D. Towery;works_with;Danny G. Glover
John D. Towery;sells;GE Mound artefacts
Danny G. Glover;sells;GE Mound artefacts
Arthur J. Gerber;purchases;GE Mound artefacts
Randall R. Hanson;buys_from;John William Way
Randall R. Hanson;buys_from;other looters
Randall R. Hanson;has_possession_of;GE Mound artefacts
General Electric;legal_status_change;GE Mound
John William Way;legal_status_change;ARPA
John D. Towery;legal_status_change;ARPA
Danny G. Glover;legal_status_change;ARPA
Arthur J. Gerber;legal_status_change;ARPA
Randall R. Hanson;legal_status_change;ARPA
Museum of Fine ArtsBoston;has_possession_of;Top half of the Weary Herakles statue
Antalya Museum;has_possession_of;Bottom half of the Weary Herakles statue
Museum of Fine ArtsBoston;works_with;Shelby White and Leon Levy
Museum of Fine ArtsBoston;obtains_from;Shelby White and Leon Levy
Shelby White and Leon Levy;works_with;Metropolitan Museum of Art
Museum of Fine ArtsBoston;is_the_owner_of;Top half of the Weary Herakles statue
Museum of Fine ArtsBoston;legal_status_change;Top half of the Weary Herakles statue
Museum of Fine ArtsBoston;donates_to;Turkey
Museum of Fine ArtsBoston;has_role;Curator of Provenance
Weary Herakles statue;comes_from;PergeTurkey
Leon Levy;has_immediate_family_member;Shelby White
Templo de San Andrés de Machaca;has_possession_of;100 works of religious art
Templo de San Andrés de Machaca;has_possession_of;two paintings ('San Francisco de Paula' and 'Santísima Trinidad')
Templo de San Andrés de Machaca;has_possession_of;six sculptures of saints
Templo de San Andrés de Machaca;has_possession_of;a tabernacle
Templo de San Andrés de Machaca;has_possession_of;thirty pieces of embossed silver
Bolivian Ministry of Cultures;has_possession_of;catalogue of stolen items
Fuerza Especial de Lucha Contra el Crimen (FELCC);has_possession_of;fifty-six cultural objects
Fuerza Especial de Lucha Contra el Crimen (FELCC);obtains_from;Templo de San Andrés de Machaca
Felix Segales;has_role;commander of police
Felipe Perez Paco;legal_status_change;convicted of theft
Edgar Quiroz Soliz;legal_status_change;convicted of theft
Nicómedes Blanco Paco;legal_status_change;convicted of theft
Washington-based art dealer;works_with;Art Loss Register
Washington-based art dealer;works_with;American collector
Washington-based art dealer;has_possession_of;two colonial period Bolivian paintings
Bolivian Embassy in London;has_possession_of;two colonial period Bolivian paintings
Macario Mamani Mamani;has_role;mayor of the municipality
Lupe Meneses;has_role;director of cataloguing with the Bolivian Ministry of Cultures
Moche site of Sipán;comes_from;objects
Enrico Poli;purchases;artefact samples from Sipán
Pereda;sells;objects from the tomb
Fred Drew;purchases;various Sipán objects
Fred Drew;works_with;David Swetnam
Fred Drew;obtains_from;Bernal brothers
David Swetnam;makes_sale_to;Fred Drew
Fred Drew;works_with;Miguel de Osma Berckemeyer
Miguel de Osma Berckemeyer;works_with;Fine Arts Services
Fine Arts Services;has_possession_of;Sipán objects
Michael Kelly;works_with;David Swetnam
Michael Kelly;has_possession_of;Sipán objects
Michael Kelly;works_with;Benjamin Bishop Johnson
Benjamin Bishop Johnson;purchases;Sipán objects
Michael Kelly;works_with;Gaston Wallace
Gaston Wallace;legal_status_change;US Customs
Charles Craig;has_possession_of;Sipán objects
Santa Barbara Museum of Art;has_possession_of;Sipán objects
David Swetnam;legal_status_change;US Customs
David Swetnam;has_role;convicted smuggler
Jacqueline Swetnam;has_role;convicted smuggler
Michael Kelly;has_role;convicted smuggler
Thieves;has_possession_of;264 pottery vessels
Thieves;obtains_from;Erskine Ramsey Archaeological Repository
Erskine Ramsey Archaeological Repository;has_possession_of;264 pottery vessels
Jim Knight;has_role;Chairman of anthropology at the Tuscaloosa campus of the University of Alabama
Cathy Andreen;has_role;Spokeswoman for the University of Alabama
FBI;has_role;Lead law enforcement agency on the case in 1980
Margaret Hardin;has_role;University of Maine
Vincas Steponaitis;has_role;State University of New York
Moundville Archaeological Park;has_possession_of;Three out of the 264 stolen vessels
University of Alabama;works_with;Archaeologists
El Zotz Lintel 1;comes_from;Temple 1 at El Zotz
Looters;obtains_from;Temple 1 at El Zotz
Looters;sells;El Zotz Lintel 1
Edward Merrin;has_possession_of;El Zotz Lintel 1
Edward Merrin;sells;El Zotz Lintel 1
Berry & Stark Associates;buys_from;Edward Merrin
Berry & Stark Associates;donates_to;Denver Art Museum
Denver Art Museum;has_possession_of;El Zotz Lintel 1
Denver Art Museum;donates_to;Museo Nacional de Arqueología e Etnología
Ian Graham;works_with;Denver Art Museum
Juan Pedro Laporte;has_role;Proyecto Nacional Tikal
Stephen D. Houston;has_role;Proyecto Arqueológico El Zotz
David Stuart;has_role;Epigrapher
Peru's National Museum;has_possession_of;2000-year-old textile
Australian National Gallery;purchases;2000-year-old textile
Australian National Gallery;buys_from;US-based dealer
Julio Tello;has_possession_of;2000-year-old textile
Julio Tello;works_with;mummy team
2000-year-old textile;comes_from;Cerro Colorado
2000-year-old textile;comes_from;mummy 319
Paracas Archaeology Research Resource;has_possession_of;Details about WK 319-10
Professor Jane Dwyer;has_role;Expert in Peruvian textiles
Professor Jane Dwyer;works_with;Peruvian Government
Australian National Gallery;has_possession_of;2000-year-old textile
Australian Government;works_with;Australian National Gallery
Australian Government;donates_to;Peru
Clyde Holding;has_role;Australian Arts Minister
Ann H. Peters;has_role;Provider of image
Ann H. Peters;is_the_owner_of;Paracas Archaeological Resource
Unnamed Guatemalan collector;works_with;Looters
Unnamed Guatemalan collector;works_with;Local Guatemalan man
Local Guatemalan man;works_with;Unnamed archaeologist from the United States
Looters;works_with;Unnamed archaeologist from an eastern university
Looters;has_possession_of;Artefacts from Río Azul
Unnamed Guatemalan collector;has_possession_of;Artefacts from Río Azul
Artefacts from Río Azul;comes_from;Río Azul
Río Azul;has_possession_of;Looted tombs
Río Azul;has_possession_of;Looters' trenches and tunnels
Guatemalan government treasury agents;legal_status_change;Looters
Ian Graham;works_with;Rafael Morales
Ian Graham;works_with;Adams
Ian Graham;has_role;Archaeologist
Rafael Morales;has_role;Director of Prehispanic Monuments
Adams;has_role;Archaeologist
Egyptian military;works_for;Egyptian government
Egyptian military;has_role;Protector of national museums
Zahi Hawass;has_role;Former head of the Supreme Council of Antiquities
Zahi Hawass;has_role;Former Minister for Antiquities
Supreme Council of Antiquities;has_role;Heritage management organization
International Council of Museums (ICOM);has_role;Publisher of Emergency Red List of Egyptian Cultural Objects at Risk
Looters;has_possession_of;Inscribed blocks from the tomb of Ken-Amun
Looters;has_possession_of;Artefacts from storage magazines in DahshurAbu SirGizaand Sharm el-Sheikh
Looters;has_possession_of;Artefacts from El-Hibeh and Abu Sir
Looters;has_possession_of;Artefacts from the Egyptian Museum
Looters;has_possession_of;Artefacts from various archaeological sites
Looters;has_possession_of;Artefacts from various museums
Looters;has_possession_of;Artefacts from the tomb of Ken-Amun
Looters;has_possession_of;Artefacts from storage magazines in Dahshur
Looters;has_possession_of;Artefacts from storage magazines in Abu Sir
Looters;has_possession_of;Artefacts from storage magazines in Giza
Looters;has_possession_of;Artefacts from storage magazines in Sharm el-Sheikh
Looters;has_possession_of;Artefacts from El-Hibeh
Looters;has_possession_of;Artefacts from Abu Sir
Amanollah Riggi;works_with;Oscar Muscarella
Amanollah Riggi;works_with;Pakistani acquaintance
Oscar Muscarella;works_for;The Metropolitan Museum of Art
Ali Akbar;legal_status_change;Pakistani police
Wali Mohammad Reeki;legal_status_change;Pakistani police
Wali Mohammad Reeki;has_possession_of;Mummy
Wali Mohammad Reeki;obtains_from;Sharif Shah Bakhi
National Museum in Karachi;has_possession_of;Mummy
Asma Ibrahim;works_for;National Museum of Pakistan
Oscar Muscarella;has_role;Skeptic
BBC science series Horizon;has_role;Documentary Producer
Oscar Muscarella;has_role;Commentator
Art Institute of Chicago;purchases;carved panel depicting two ball players
Art Institute of Chicago;buys_from;Walter Randall
Walter Randall;sells;carved panel depicting two ball players
Peter Matthews;has_role;Archaeologist
Peter Matthews;works_for;Yale
Peter Matthews;works_with;Matthews colleagues
La Corona;comes_from;Peten region of Guatemala
Site Q;comes_from;Peten region of Guatemala
Site Q;comes_from;La Corona
Neil Brodie;has_role;Photographer
Museo Nacional de Antropología;has_possession_of;124 artefacts
Pakal Mask;comes_from;Palenque
Pakal Mask;has_possession_of;Museo Nacional de Antropología
K'inich Janaab' Pakal;has_possession_of;Pakal Mask
Alberto Ruz Lhuillier;has_role;archaeologist
Alberto Ruz Lhuillier;has_possession_of;Pakal Mask
Museo Nacional de Antropología;has_possession_of;gold artefacts from Cenote of Sacrifice
Carlos Perches Treviño;legal_status_change;arrested
Ramón Sardina García;legal_status_change;warrant issued
Carlos Perches Treviño;works_with;Ramón Sardina García
Carlos Perches Treviño;has_role;veterinary school dropout
Ramón Sardina García;has_role;veterinary school dropout
Carlos Perches Treviño;works_with;Salvador 'el Cabo' Gutierrez
Salvador 'el Cabo' Gutierrez;legal_status_change;arrested
Carlos Perches Treviño;legal_status_change;charged with theft of a national treasure
Carlos Perches Treviño;legal_status_change;charged with cocaine trafficking
Museo Nacional de Antropología;has_possession_of;Zapotec bat god Murcielago mask
Zapotec bat god Murcielago mask;comes_from;Monte Albán
Leonardo Patterson;has_role;antiquities dealer
Leonardo Patterson;legal_status_change;US FBI
Leonardo Patterson;sells;fake Maya fresco
Leonardo Patterson;makes_sale_to;Wayne Anderson
Leonardo Patterson;has_possession_of;fake Maya fresco
Leonardo Patterson;works_with;Donald Hales
Leonardo Patterson;works_with;Paul Clifford
Leonardo Patterson;donates_to;Victoria National Gallery
Leonardo Patterson;legal_status_change;Clemency Coggins
Leonardo Patterson;legal_status_change;Ian Graham
Leonardo Patterson;legal_status_change;Dallas-Fort Worth airport
Leonardo Patterson;has_possession_of;undeclared Precolumbian figurine
Leonardo Patterson;has_possession_of;36 endangered sea turtle eggs
Leonardo Patterson;legal_status_change;Germany
Leonardo Patterson;sells;fake monumental Olmec head
Leonardo Patterson;has_possession_of;El Manatí Wooden Olmec Busts
Museum of Fine ArtsBoston;has_possession_of;November Collection of Maya Pottery
A small bronze statue of Zeus;comes_from;Rome National Museum of Italy
A small bronze statue of Zeus;has_possession_of;Sotheby New York
Sotheby New York;sells;A small bronze statue of Zeus
The Carabinieri;legal_status_change;A small bronze statue of Zeus
The purchaser;donates_to;Italy
A small bronze statue of Zeus;has_possession_of;de Young Museum
A small bronze statue of Zeus;has_possession_of;Edward H. Merrin
A small bronze statue of Zeus;has_possession_of;Lawrence and Barbara Fleischman
A small bronze statue of Zeus;has_possession_of;Fleischman collection
A small bronze statue of Zeus;has_possession_of;Italy
Pre- and post-Conquest Aymara sacred textiles;comes_from;village of Coroma
village of Coroma;is_the_owner_of;q'epis
Cristina Bubba;works_with;Bolivian National Archives
Cristina Bubba;works_with;Coroma community
Bolivian National Archives;works_with;Coroma community
dealers in Bolivian textiles;obtains_from;Coroma community
dealers in Bolivian textiles;works_with;intermediaries
intermediaries;obtains_from;Coroma community
Smithsonian Institution;has_possession_of;Coroma textiles
John Murra;works_with;Cristina Bubba
John Murra;works_with;Coroma community
Thieves;has_role;Looters
Thieves;obtains_from;Wang Chuzhi's Tomb
M&C Gallery of Hong Kong;has_possession_of;Marble relief panel
M&C Gallery of Hong Kong;sells;Marble relief panel
Christie's New York;has_possession_of;Marble relief panel
Christie's New York;sells;Marble relief panel
US Customs;has_possession_of;Marble relief panel
US Customs;obtains_from;Christie's New York
Marble relief panel;comes_from;Wang Chuzhi's Tomb
Metropolitan Museum of Art;has_possession_of;Moche or Vic√∫s metal objects
Loma Negra;comes_from;Moche or Vic√∫s metal objects
Museum of Primitive Art;has_possession_of;Loma Negra objects
Nelson Rockefeller;donates_to;Museum of Primitive Art
Michael Rockefeller;donates_to;Museum of Primitive Art
Museum of Primitive Art;works_for;Julie Jones
Anne-Louise Schaffer;works_for;Museum of Primitive Art
Museum of Primitive Art;works_with;Julie Jones
Anne-Louise Schaffer;works_with;Julie Jones
Museum of Primitive Art;donates_to;Metropolitan Museum of Art
Andre Emmerich Gallery;sells;Loma Negra material
Metropolitan Museum of Art;purchases;Loma Negra material
Juan Luis Pereira;sells;Loma Negra material
Leon J. Buki;sells;Loma Negra material
Alan C. Lapiner;sells;Loma Negra material
Arnold L. Goldberg;purchases;Loma Negra material
Jane Costello Goldberg;purchases;Loma Negra material
Marble head of the Roman emperor Marcus Aurelius;comes_from;N. KoutoulakisParis
Marble head of the Roman emperor Marcus Aurelius;comes_from;Museum in SkikdaAlgeria
Christie's New York;has_possession_of;Marble head of the Roman emperor Marcus Aurelius
US Immigration and Customs Enforcement;has_possession_of;Marble head of the Roman emperor Marcus Aurelius
US Immigration and Customs Enforcement;donates_to;Algeria
Interpol;works_with;Art Loss Register
Interpol;legal_status_change;Marble head of the Roman emperor Marcus Aurelius
Art Loss Register;legal_status_change;Marble head of the Roman emperor Marcus Aurelius
Corbridge;has_possession_of;Roman garrison Corbridge
Corbridge;has_possession_of;Scheduled Monument
English Heritage;has_possession_of;Corbridge
English Heritage;works_with;security firm
Dobinson and Denison;works_with;curatorial staff
Dobinson and Denison;works_with;English Heritage
Dobinson and Denison;has_role;researchers
curatorial staff;has_role;monitors
police;has_role;law enforcement
nighthawking;has_role;illegal metal detecting
Cleveland Museum;has_possession_of;Red-figure duck askos
Cleveland Museum;has_possession_of;Sicilian plastic vase in the form of a pig
Cleveland Museum;has_possession_of;Processional Cross
Cleveland Museum;has_possession_of;Donkey-head rhyton
Cleveland Museum;has_possession_of;Apulian or Campanian red-figure lid with bowl
Cleveland Museum;has_possession_of;Apulian Gnathia Flat-Bodied Epichysis
Cleveland Museum;has_possession_of;Apulian Gnathia round-bellied epichysis
Cleveland Museum;has_possession_of;Apulian Gnathia lekythos
Cleveland Museum;has_possession_of;Campanian red-figure acorn lekythos
Cleveland Museum;has_possession_of;Campanian bird askos
Cleveland Museum;has_possession_of;Apulian volute-krater
Cleveland Museum;has_possession_of;Warrior
Cleveland Museum;has_possession_of;Column krater
Cleveland Museum;has_possession_of;Braceletpair
Cleveland Museum;donates_to;Italy
Italy;donates_to;Cleveland Museum
Timothy Rub;has_role;museum director
Suzan Mazur;has_role;journalist
Cleveland Museum;works_with;Italian Ministry of Culture
Cleveland Museum;works_with;Italian institution
Robert Marx;has_possession_of;artefacts from Port Royal
Robert Marx;works_for;Jamaican government
Port Royal Museum;has_possession_of;artefacts from Port Royal
Jamaican National Heritage Trust (JNHT);has_role;archaeological research permission granter
Philip Mayes;works_for;Jamaican National Trust Commission
Philip Mayes;works_with;British Ministry of Overseas Development
Donny Hamilton;works_with;Institute of Nautical ArchaeologyTexas A&M University
Donny Hamilton;works_with;Jamaican National Heritage Trust
Jamaican government;legal_status_change;policy on underwater cultural heritage
Jamaican government;works_with;UNESCO
Jamaican government;legal_status_change;Convention on the Protection of the Underwater Cultural Heritage
Jamaican government;has_role;protector of underwater cultural heritage
Jamaican government;has_role;tourism development planner
Jamaican government;works_with;experienced archaeologist
Looters;sells;Mummy of Cerro El Plomo
Looters;sells;Ritual objects
Looters;makes_sale_to;Government of Chile
Museo Nacional de Historia Natural;has_possession_of;Mummy of Cerro El Plomo
Museo Nacional de Historia Natural;has_possession_of;Ritual objects
Guillermo Chacón Carrasco;works_with;Luis Gerardo Ríos Barrueto
Guillermo Chacón Carrasco;works_with;Jaime Ríos Abarca
Luis Gerardo Ríos Barrueto;works_with;Jaime Ríos Abarca
Museo Nacional de Historia Natural;works_for;Dr. Grete Mostny
Museo Nacional de Historia Natural;works_for;Humberto Fuenzalida
Mummy of Cerro El Plomo;comes_from;Collasuyu
US federal agents;legal_status_change;two antiquities dealerships
US federal agents;legal_status_change;four art museums in California
Robert Olson;is_the_owner_of;Bobbyo Imports
Jonathan and Cari Markell;is_the_owner_of;Silk Roads Gallery
Los Angeles County Museum of Art (LACMA);has_possession_of;illegally exported archaeological artefacts
Bowers Museum;has_possession_of;illegally exported archaeological artefacts
Pacific Asia Museum (PAM);has_possession_of;illegally exported archaeological artefacts
Mingei International Museum;has_possession_of;illegally exported archaeological artefacts
Internal Revenue Service;works_with;Immigration and Customs Enforcement (ICE)
Robert Olson;obtains_from;illegal diggers in Thailand
Robert Olson;sells;Ban Chiang pottery
Robert Olson;sells;Barry MacLean
Robert Olson;works_with;Jonathan and Cari Markell
Robert Olson;works_with;Joel Malter
Jonathan and Cari Markell;works_with;Roxanna Brown
Jonathan and Cari Markell;donates_to;Los Angeles County Museum of Art (LACMA)
Barry MacLean;purchases;artefacts from Robert Olson
Roxanna Brown;works_with;Jonathan and Cari Markell
Roxanna Brown;legal_status_change;US federal agents
Classic Maya stone sculpture;comes_from;CancúnGuatemala
Classic Maya stone sculpture;has_possession_of;Guatemalan Ministry of Culture
Arthur Demarest;works_with;Vanderbilt University
Arthur Demarest;works_with;Universidád del Valle
Arthur Demarest;works_with;Guatemalan Ministry of Culture
Arthur Demarest;works_with;Marc Wolf
Arthur Demarest;works_with;Servícios de Investigación Criminal
Unnamed antiquities dealer;has_possession_of;ballcourt marker
Unnamed antiquities dealer;obtains_from;looters
Unnamed antiquities dealer;sells;ballcourt marker
National Museum of Archaeology in Guatemala City;has_possession_of;ballcourt marker
National Museum of Archaeology in Guatemala City;has_possession_of;Cancún Panel
Private collector;has_possession_of;hieroglyphic limestone panel
Private collector;purchases;hieroglyphic limestone panel
Private collector;buys_from;art dealers
Three looters;legal_status_change;Guatemalan Ministry of Culture
J. Paul Getty Museum;has_possession_of;Fifth-century BC Attic red-figured kylix
J. Paul Getty Museum;has_possession_of;Torso of a second-century AD statue of the god Mithra
